,EIN,X__1,NAME.x,NAME.y,ICO,STREET,CITY,STATE,ZIP,tax_prd,subseccd,s501c3or4947a1cd,sepcnsldtfinstmtcd,sepindaudfinstmtcd,invstproceedscd,recvnoncashcd,noemplyeesw3cnt,unrelbusinccd,solicitcntrbcd,totcomprelatede,totcntrbgfts,totprgmrevnue,invstmntinc,txexmptbndsproceeds,royaltsinc,netgnls,netincfndrsng,netincgaming,netincsales,miscrevtot11e,totrevenue,grntstogovt,grnsttoindiv,grntstofrgngovt,benifitsmembrs,compnsatncurrofcr,compnsatnandothr,othrsalwages,pensionplancontrb,othremplyeebenef,profndraising,totfuncexpns,nonintcashend,svngstempinvend,pldgegrntrcvblend,accntsrcvblend,notesloansrcvblend,invntriesalesend,prepaidexpnsend,lndbldgsequipend,invstmntsend,invstmntsothrend,invstmntsprgmend,intangibleassetsend,othrassetsend,totassetsend,accntspayableend,grntspayableend,deferedrevnuend,txexmptbndsend,escrwaccntliabend,secrdmrtgsend,othrliabend,totliabend,unrstrctnetasstsend,temprstrctnetasstsend,permrstrctnetasstsend,totnetassetend,totnetliabastend,gftgrntsrcvd170,totgftgrntrcvd509
582,946109095,205,LAMPLIGHTERS MUSIC THEATRE,LAMPLIGHTERS MUSIC THEATRE,NA,469 BRYANT ST,SAN FRANCISCO,CA,94107-1316,201302,3,Y,N,Y,N,N,65,N,N,0,418292,573682,-10,0,0,0,0,0,8891,0,1009055,0,0,0,0,12000,0,164516,0,16261,2125,1065310,16997,42710,13367,631,0,28750,19127,133313,0,0,0,0,4000,258895,24464,0,21429,0,0,0,117557,208257,37271,13367,0,50638,258895,0,1971113
583,946184451,472,STOCKTON OPERA ASSOCIATION INC,STOCKTON OPERA ASSOCIATION INC,NA,431 S HAM LANE,LODI,CA,95242-3524,201312,3,Y,N,N,N,N,0,N,N,0,19572,0,42,0,0,0,-61034,0,0,0,-41420,0,0,0,0,0,0,0,0,0,0,5346,136799,0,0,0,0,0,0,0,0,0,0,0,0,136799,0,0,0,0,0,0,0,0,0,0,0,136799,136799,0,52291
584,951525814,267,MUSIC ACADEMY OF THE WEST,MUSIC ACADEMY OF THE WEST,NA,1070 FAIRWAY RD,SANTA BARBARA,CA,93108-2865,201312,3,Y,Y,Y,N,Y,60,N,N,0,5818816,1152325,144411,0,0,4524901,20911,0,103616,4873,11769853,0,0,0,0,442082,0,1298589,56333,237242,0,7630183,0,2406230,9321344,0,427598,0,141197,30990829,13785966,17259764,0,0,4495704,78828632,212762,0,93890,0,0,14676567,4799,14988018,49596962,13576681,666971,63840614,78828632,0,0
585,952096402,225,LOS ANGELES OPERA COMPANY,LOS ANGELES OPERA COMPANY,% FAITH RAIGUEL,135 NO GRAND AVE,LOS ANGELES,CA,90012-3013,201306,3,N,Y,Y,N,Y,862,N,N,0,38789374,12954757,1275622,0,1850,15408,-260032,0,0,97590,52874569,0,0,0,0,3249518,0,16272728,195037,2800798,130022,37695964,725319,10120,35884752,233558,0,0,1949088,696808,491,12216859,0,0,10909104,62626099,4290058,0,7819271,0,0,4500000,0,27798027,-20333469,23030431,32131110,34828072,62626099,0,165975626
587,952751619,138,FULLERTON CIVIC LIGHT OPERA COMPANY,FULLERTON CIVIC LIGHT OPERA COMPANY,NA,218 W COMMONWEALTH AVE,FULLERTON,CA,92832-1811,201312,3,Y,N,N,N,N,4,N,N,0,14151,606920,84,0,0,0,0,0,0,0,621155,0,0,0,0,0,0,111018,0,0,0,721902,23512,0,0,109345,0,0,13151,26564,0,0,0,0,0,172572,242166,0,0,0,0,0,4394,246560,-73988,0,0,-73988,172572,0,469225
588,953387074,221,LONG BEACH OPERA,LONG BEACH OPERA,% LONG BEACH OPERA,3029 E SOUTH ST,LONG BEACXH,CA,90805-3757,201306,3,N,N,Y,N,Y,88,N,N,0,1074966,423310,0,0,0,0,-10006,0,0,2900,1491170,0,0,0,0,84616,0,435425,0,63515,0,1635843,178552,0,137465,0,0,0,45943,2886,0,0,0,0,2000,366846,74972,0,45885,0,0,0,0,325857,-310564,351553,0,40989,366846,4365565,0
591,953736299,497,THE OPERA LEAGUE OF LOS ANGELES,THE OPERA LEAGUE OF LOS ANGELES,NA,PO BOX 491057,LOS ANGELES,CA,90049-9057,201306,3,Y,N,N,N,N,0,N,N,0,194499,72037,38343,0,0,0,0,0,33357,0,338236,106000,0,0,0,0,0,0,0,0,0,295262,77109,46848,0,0,0,11017,0,0,830331,0,0,0,3066,968371,2364,0,0,0,0,0,0,2364,0,0,0,966007,968371,0,739480
596,956044429,442,SAN DIEGO OPERA ASSOCIATION,SAN DIEGO OPERA ASSOCIATION,NA,233 A ST STE 500,SAN DIEGO,CA,92101-4095,201306,3,N,Y,Y,N,Y,324,Y,N,0,9111216,5621757,426759,0,0,0,-198018,0,-111713,14377,14864378,0,0,0,0,568090,0,6306239,373734,502458,0,16286244,1543454,125166,7155929,1111054,0,94222,180498,1245240,2229209,5601250,0,0,466398,19752420,448815,0,3046639,0,0,0,603807,4099261,1270059,8179293,6203807,15653159,19752420,39034416,0
597,956220739,341,OPERA GUILD OF THE DESERT,OPERA GUILD OF THE DESERT,NA,2150 E TAHQUITZ CANYON WAY STE 6,PALM SPRINGS,CA,92262-6818,201406,3,Y,N,N,N,N,1,N,N,0,216870,33530,91,0,0,0,47754,0,0,0,298245,0,0,0,0,34048,0,0,0,0,0,257454,151625,0,0,0,0,0,0,4747,0,0,0,1446,0,157818,0,0,0,0,0,0,1912,1912,0,0,0,155906,157818,0,1063221
598,956220739,340,OPERA GUILD IN THE DESERT,OPERA GUILD OF THE DESERT,NA,2150 E TAHQUITZ CANYON WAY STE 6,PALM SPRINGS,CA,92262-6818,201406,3,Y,N,N,N,N,1,N,N,0,216870,33530,91,0,0,0,47754,0,0,0,298245,0,0,0,0,34048,0,0,0,0,0,257454,151625,0,0,0,0,0,0,4747,0,0,0,1446,0,157818,0,0,0,0,0,0,1912,1912,0,0,0,155906,157818,0,1063221
599,956386887,407,PASADENA AREA OPERA TRUST,PASADENA AREA OPERA TRUST,NA,PO BOX 2549,RCH CUCAMONGA,CA,91729-2549,201309,3,Y,N,N,N,N,0,N,N,0,6900,0,9686,0,0,17548,0,0,0,0,34134,5050,12000,0,0,188,0,0,0,0,0,20157,0,18484,0,0,0,0,0,0,272675,0,0,0,0,291159,0,0,0,0,0,0,0,0,0,0,0,291159,291159,0,0
600,990142646,167,HAWAII YOUTH OPERA CHORUS,HAWAII YOUTH OPERA CHORUS,NA,PO BOX 22304,HONOLULU,HI,96823-2304,201306,3,Y,N,N,N,N,19,N,N,0,143075,151022,1693,0,0,0,8086,0,1312,5566,310754,0,0,0,0,38682,0,149993,0,13077,0,342848,33182,0,3042,16547,0,4097,4270,4232,0,0,14143,0,29793,109306,6900,0,2000,0,0,3550,16989,29439,40799,9275,29793,79867,109306,0,0
601,990197758,166,HAWAII OPERA THEATRE,HAWAII OPERA THEATRE,NA,987 WAIMANU ST,HONOLULU,HI,96814-3319,201305,3,Y,N,Y,N,N,73,Y,N,0,1160195,933051,234964,0,0,137650,13311,0,0,19057,2880716,0,0,0,0,108000,0,971799,0,173787,0,3644313,0,277677,20292,10066,0,0,36604,1996378,0,6987069,0,0,0,9328086,200051,0,397431,0,0,0,250000,847482,400047,1579409,6501148,8480604,9328086,6181486,0
